股票名稱,日期,日報酬率(%)
2454 聯發科,2020/2/5,-2.4328
2454 聯發科,2020/2/6,0.2625
2454 聯發科,2020/2/7,-0.2618
2454 聯發科,2020/2/10,-0.2625
2454 聯發科,2020/2/11,2.6316
2454 聯發科,2020/2/12,2.9487
2454 聯發科,2020/2/13,1.7435
2454 聯發科,2020/2/14,-0.7344
2454 聯發科,2020/2/17,-1.8496
2454 聯發科,2020/2/18,-1.5075
2454 聯發科,2020/2/19,-0.8929
2454 聯發科,2020/2/20,1.4157
2454 聯發科,2020/2/21,-1.5228
2454 聯發科,2020/2/24,-2.8351
2454 聯發科,2020/2/25,0.3979
2454 聯發科,2020/2/26,-0.9247
2454 聯發科,2020/2/27,-4
2454 聯發科,2020/3/2,0.8333
3406 玉晶光,2019/3/4,-3.125
3406 玉晶光,2019/3/5,4.6774
3406 玉晶光,2019/3/6,1.6949
3406 玉晶光,2019/3/7,-3.9394
3406 玉晶光,2019/3/8,-0.9464
3406 玉晶光,2019/3/11,1.5924
3406 玉晶光,2019/3/12,3.2915
3406 玉晶光,2019/3/13,1.6692
3406 玉晶光,2019/3/14,4.9254
3406 玉晶光,2019/3/15,0.4267
3406 玉晶光,2019/3/18,-2.2663
3406 玉晶光,2019/3/19,2.3188
3406 玉晶光,2019/3/20,-2.5496
3406 玉晶光,2019/3/21,1.3081
3406 玉晶光,2019/3/22,-3.0129
3406 玉晶光,2019/3/25,-3.8462
3406 玉晶光,2019/3/26,5.2308
3406 玉晶光,2019/3/27,-1.7544
3406 玉晶光,2019/3/28,-2.381
3406 玉晶光,2019/3/29,9.9085
3406 玉晶光,2019/4/1,9.9861
3406 玉晶光,2019/4/2,3.1526
3406 玉晶光,2019/4/3,-0.1222
3406 玉晶光,2019/4/8,6.4871
3406 玉晶光,2019/4/9,4.1379
3406 玉晶光,2019/4/10,-2.4283
3406 玉晶光,2019/4/11,-1.3575
3406 玉晶光,2019/4/12,-0.5734
3406 玉晶光,2019/4/15,2.0761
3406 玉晶光,2019/4/16,1.3559
3406 玉晶光,2019/4/17,9.922
3406 玉晶光,2019/4/18,-2.6369
3406 玉晶光,2019/4/19,-2.0833
3406 玉晶光,2019/4/22,-10
3406 玉晶光,2019/4/23,-1.8913
3406 玉晶光,2019/4/24,0
3406 玉晶光,2019/4/25,-1.0843
3406 玉晶光,2019/4/26,-5.3593
3406 玉晶光,2019/4/29,3.2175
3406 玉晶光,2019/4/30,-1.3716
3406 玉晶光,2019/5/2,0
3406 玉晶光,2019/5/3,9.3552
3406 玉晶光,2019/5/6,-7.7457
3406 玉晶光,2019/5/7,4.8872
3406 玉晶光,2019/5/8,-0.4779
3406 玉晶光,2019/5/9,-5.1621
3406 玉晶光,2019/5/10,-0.6329
3406 玉晶光,2019/5/13,-8.2803
3406 玉晶光,2019/5/14,2.2222
3406 玉晶光,2019/5/15,1.9022
3406 玉晶光,2019/5/16,-0.9333
3406 玉晶光,2019/5/17,-7.537
3406 玉晶光,2019/5/20,-0.2911
3406 玉晶光,2019/5/21,8.3212
3406 玉晶光,2019/5/22,-5.2561
3406 玉晶光,2019/5/23,-2.276
3406 玉晶光,2019/5/24,-9.8981
3406 玉晶光,2019/5/27,0.1616
3406 玉晶光,2019/5/28,-2.9032
3406 玉晶光,2019/5/29,1.8272
3406 玉晶光,2019/5/30,-3.752
3406 玉晶光,2019/5/31,8.4746
3406 玉晶光,2019/6/3,-1.7188
3406 玉晶光,2019/6/4,-2.0668
3406 玉晶光,2019/6/5,0.6494
3406 玉晶光,2019/6/6,0.8065
3406 玉晶光,2019/6/10,2.72
3406 玉晶光,2019/6/11,9.9688
3406 玉晶光,2019/6/12,-0.2833
3406 玉晶光,2019/6/13,0.7102
3406 玉晶光,2019/6/14,-1.2694
3406 玉晶光,2019/6/17,3.7143
3406 玉晶光,2019/6/18,-1.6529
3406 玉晶光,2019/6/19,7.0028
3406 玉晶光,2019/6/20,1.178
3406 玉晶光,2019/6/21,-0.2587
3406 玉晶光,2019/6/24,2.594
3406 玉晶光,2019/6/25,-5.0569
3406 玉晶光,2019/6/26,1.9973
3406 玉晶光,2019/6/27,4.1775
3406 玉晶光,2019/6/28,2.005
3406 玉晶光,2019/7/1,9.3366
3406 玉晶光,2019/7/2,-1.3483
3406 玉晶光,2019/7/3,-2.5057
3406 玉晶光,2019/7/4,0
3406 玉晶光,2019/7/5,1.8692
3406 玉晶光,2019/7/8,1.4908
3406 玉晶光,2019/7/9,-3.8418
3406 玉晶光,2019/7/10,3.4078
3406 玉晶光,2019/7/11,-1.1364
3406 玉晶光,2019/7/12,-1.0345
3406 玉晶光,2019/7/15,1.7422
3406 玉晶光,2019/7/16,-1.5982
3406 玉晶光,2019/7/17,-1.6241
3406 玉晶光,2019/7/18,-4.717
3406 玉晶光,2019/7/19,3.7129
3406 玉晶光,2019/7/22,-4.6539
3406 玉晶光,2019/7/23,2.6283
3406 玉晶光,2019/7/24,1.5854
3406 玉晶光,2019/7/25,1.6796
3406 玉晶光,2019/7/26,1.1905
3406 玉晶光,2019/7/29,1.1765
3406 玉晶光,2019/7/30,-3.0233
3406 玉晶光,2019/7/31,2.518
3406 玉晶光,2019/8/1,2.6901
3406 玉晶光,2019/8/2,-5.0114
3406 玉晶光,2019/8/5,0.2398
3406 玉晶光,2019/8/6,1.0766
3406 玉晶光,2019/8/7,-2.2485
3406 玉晶光,2019/8/8,7.5061
3406 玉晶光,2019/8/12,-0.3378
3406 玉晶光,2019/8/13,-4.6328
3406 玉晶光,2019/8/14,-0.7109
3406 玉晶光,2019/8/15,-2.148
3406 玉晶光,2019/8/16,-0.122
3406 玉晶光,2019/8/19,-1.0989
3406 玉晶光,2019/8/20,-0.2469
3406 玉晶光,2019/8/21,-1.8564
3406 玉晶光,2019/8/22,1.8916
3406 玉晶光,2019/8/23,-1.1139
3406 玉晶光,2019/8/26,-4.005
3406 玉晶光,2019/8/27,-0.1304
3406 玉晶光,2019/8/28,5.6136
3406 玉晶光,2019/8/29,-0.3708
3406 玉晶光,2019/8/30,2.7295
3406 玉晶光,2019/9/2,2.657
3406 玉晶光,2019/9/3,-1.4118
3406 玉晶光,2019/9/4,3.8186
3406 玉晶光,2019/9/5,1.0345
3406 玉晶光,2019/9/6,2.1615
3406 玉晶光,2019/9/9,0.8909
3406 玉晶光,2019/9/10,-7.947
3406 玉晶光,2019/9/11,3.5971
3406 玉晶光,2019/9/12,-1.1574
3406 玉晶光,2019/9/16,-0.7026
3406 玉晶光,2019/9/17,-1.8868
3406 玉晶光,2019/9/18,2.2837
3406 玉晶光,2019/9/19,-1.7626
3406 玉晶光,2019/9/20,1.4354
3406 玉晶光,2019/9/23,0.9434
3406 玉晶光,2019/9/24,0
3406 玉晶光,2019/9/25,-1.5187
3406 玉晶光,2019/9/26,-0.3559
3406 玉晶光,2019/9/27,0.3571
3406 玉晶光,2019/10/1,4.6263
3406 玉晶光,2019/10/2,9.6372
3406 玉晶光,2019/10/3,0.4137
3406 玉晶光,2019/10/4,-0.8239
3406 玉晶光,2019/10/7,0.1038
3406 玉晶光,2019/10/8,1.1411
3406 玉晶光,2019/10/9,-5.7436
3406 玉晶光,2019/10/14,-0.6529
3406 玉晶光,2019/10/15,-0.1095
3406 玉晶光,2019/10/16,-1.9737
3406 玉晶光,2019/10/17,2.4609
3406 玉晶光,2019/10/18,-2.7293
3406 玉晶光,2019/10/21,0.6734
3406 玉晶光,2019/10/22,-1.2263
3406 玉晶光,2019/10/23,0.3386
3406 玉晶光,2019/10/24,2.3622
3406 玉晶光,2019/10/25,-1.978
3406 玉晶光,2019/10/28,0.8969
3406 玉晶光,2019/10/29,-2
3406 玉晶光,2019/10/30,-0.3401
3406 玉晶光,2019/10/31,0.1138
3406 玉晶光,2019/11/1,1.5909
3406 玉晶光,2019/11/4,1.7625
3406 玉晶光,2019/11/5,4.1295
3406 玉晶光,2019/11/6,-2.4652
3406 玉晶光,2019/11/7,-2.6374
3406 玉晶光,2019/11/8,-0.5643
3406 玉晶光,2019/11/11,-5.3348
3406 玉晶光,2019/11/12,1.9185
3406 玉晶光,2019/11/13,-1.1765
3406 玉晶光,2019/11/14,-0.4762
3406 玉晶光,2019/11/15,0.7177
3406 玉晶光,2019/11/18,-0.9501
3406 玉晶光,2019/11/19,1.0791
3406 玉晶光,2019/11/20,-4.6263
3406 玉晶光,2019/11/21,2.8607
3406 玉晶光,2019/11/22,-2.0556
3406 玉晶光,2019/11/25,0.9877
3406 玉晶光,2019/11/26,0
3406 玉晶光,2019/11/27,2.2005
3406 玉晶光,2019/11/28,-2.3923
3406 玉晶光,2019/11/29,0
3406 玉晶光,2019/12/2,-0.4902
3406 玉晶光,2019/12/3,-0.3695
3406 玉晶光,2019/12/4,-0.8653
3406 玉晶光,2019/12/5,3.616
3406 玉晶光,2019/12/6,0.9627
3406 玉晶光,2019/12/9,4.8868
3406 玉晶光,2019/12/10,2.8409
3406 玉晶光,2019/12/11,4.8619
3406 玉晶光,2019/12/12,1.0537
3406 玉晶光,2019/12/13,3.7539
3406 玉晶光,2019/12/16,4.9246
3406 玉晶光,2019/12/17,-0.5747
3406 玉晶光,2019/12/18,3.4682
3406 玉晶光,2019/12/19,-2.0484
3406 玉晶光,2019/12/20,-0.7605
3406 玉晶光,2019/12/23,3.2567
3406 玉晶光,2019/12/24,-1.4842
3406 玉晶光,2019/12/25,0.3766
3406 玉晶光,2019/12/26,1.3133
3406 玉晶光,2019/12/27,-0.3704
3406 玉晶光,2019/12/30,2.6022
3406 玉晶光,2019/12/31,6.3406
3406 玉晶光,2020/1/2,3.0664
3406 玉晶光,2020/1/3,-4.2975
3406 玉晶光,2020/1/6,-1.3817
3406 玉晶光,2020/1/7,-1.7513
3406 玉晶光,2020/1/8,1.9608
3406 玉晶光,2020/1/9,6.2937
3406 玉晶光,2020/1/10,-1.1513
3406 玉晶光,2020/1/13,-2.8286
3406 玉晶光,2020/1/14,1.0274
3406 玉晶光,2020/1/15,-2.8814
3406 玉晶光,2020/1/16,2.7923
3406 玉晶光,2020/1/17,-2.8862
3406 玉晶光,2020/1/20,3.1469
3406 玉晶光,2020/1/30,-10
3406 玉晶光,2020/1/31,0.9416
3406 玉晶光,2020/2/3,0.3731
3406 玉晶光,2020/2/4,-0.5576
3406 玉晶光,2020/2/5,-2.8037
3406 玉晶光,2020/2/6,3.4615
3406 玉晶光,2020/2/7,-3.7175
3406 玉晶光,2020/2/10,0.7722
3406 玉晶光,2020/2/11,1.7241
3406 玉晶光,2020/2/12,3.0132
3406 玉晶光,2020/2/13,-1.8282
3406 玉晶光,2020/2/14,1.4898
3406 玉晶光,2020/2/17,-2.7523
3406 玉晶光,2020/2/18,-2.2642
3406 玉晶光,2020/2/19,2.5097
3406 玉晶光,2020/2/20,3.0132
3406 玉晶光,2020/2/21,0.9141
3406 玉晶光,2020/2/24,-0.1812
3406 玉晶光,2020/2/25,2.1779
3406 玉晶光,2020/2/26,-5.151
3406 玉晶光,2020/2/27,-5.4307
3406 玉晶光,2020/3/2,-3.0693
5876 上海商銀,2019/3/4,-3.7578
5876 上海商銀,2019/3/5,0
5876 上海商銀,2019/3/6,-0.2169
5876 上海商銀,2019/3/7,-1.087
5876 上海商銀,2019/3/8,-1.2088
5876 上海商銀,2019/3/11,0.3337
5876 上海商銀,2019/3/12,0.8869
5876 上海商銀,2019/3/13,2.1978
5876 上海商銀,2019/3/14,1.2903
5876 上海商銀,2019/3/15,0.4246
5876 上海商銀,2019/3/18,0.2114
5876 上海商銀,2019/3/19,0.211
5876 上海商銀,2019/3/20,0.8421
5876 上海商銀,2019/3/21,-0.8351
5876 上海商銀,2019/3/22,0.1053
5876 上海商銀,2019/3/25,-1.2618
5876 上海商銀,2019/3/26,2.0234
5876 上海商銀,2019/3/27,-0.7307
5876 上海商銀,2019/3/28,0.9464
5876 上海商銀,2019/3/29,1.4583
5876 上海商銀,2019/4/1,-0.4107
5876 上海商銀,2019/4/2,-0.7216
5876 上海商銀,2019/4/3,-0.3115
5876 上海商銀,2019/4/8,0.2083
5876 上海商銀,2019/4/9,0.104
5876 上海商銀,2019/4/10,1.5576
5876 上海商銀,2019/4/11,-0.409
5876 上海商銀,2019/4/12,0
5876 上海商銀,2019/4/15,0.4107
5876 上海商銀,2019/4/16,-0.1022
5876 上海商銀,2019/4/17,-0.5118
5876 上海商銀,2019/4/18,-0.1029
5876 上海商銀,2019/4/19,0.103
5876 上海商銀,2019/4/22,-0.823
5876 上海商銀,2019/4/23,-0.5187
5876 上海商銀,2019/4/24,0.8342
5876 上海商銀,2019/4/25,0
5876 上海商銀,2019/4/26,1.1375
5876 上海商銀,2019/4/29,0.2045
5876 上海商銀,2019/4/30,1.6327
5876 上海商銀,2019/5/2,1.2048
5876 上海商銀,2019/5/3,0.9921
5876 上海商銀,2019/5/6,-1.7682
5876 上海商銀,2019/5/7,-0.4
5876 上海商銀,2019/5/8,1.004
5876 上海商銀,2019/5/9,0
5876 上海商銀,2019/5/10,0.7952
5876 上海商銀,2019/5/13,-0.3945
5876 上海商銀,2019/5/14,0.7921
5876 上海商銀,2019/5/15,0
5876 上海商銀,2019/5/16,0.1965
5876 上海商銀,2019/5/17,0.1961
5876 上海商銀,2019/5/20,2.9354
5876 上海商銀,2019/5/21,2.2814
5876 上海商銀,2019/5/22,0.1859
5876 上海商銀,2019/5/23,1.8553
5876 上海商銀,2019/5/24,5.2823
5876 上海商銀,2019/5/27,-1.7301
5876 上海商銀,2019/5/28,1.0563
5876 上海商銀,2019/5/29,-2.0906
5876 上海商銀,2019/5/30,2.3132
5876 上海商銀,2019/5/31,1.0435
5876 上海商銀,2019/6/3,-0.6885
5876 上海商銀,2019/6/4,0.5199
5876 上海商銀,2019/6/5,-1.0345
5876 上海商銀,2019/6/6,0.8711
5876 上海商銀,2019/6/10,0.5181
5876 上海商銀,2019/6/11,-0.1718
5876 上海商銀,2019/6/12,-3.4423
5876 上海商銀,2019/6/13,0.713
5876 上海商銀,2019/6/14,-0.531
5876 上海商銀,2019/6/17,-3.0249
5876 上海商銀,2019/6/18,2.7523
5876 上海商銀,2019/6/19,2.5
5876 上海商銀,2019/6/20,-1.0453
5876 上海商銀,2019/6/21,1.0563
5876 上海商銀,2019/6/24,0.1742
5876 上海商銀,2019/6/25,-0.6957
5876 上海商銀,2019/6/26,-0.1751
5876 上海商銀,2019/6/27,1.2281
5876 上海商銀,2019/6/28,-2.5997
5876 上海商銀,2019/7/1,-1.6014
5876 上海商銀,2019/7/2,0
5876 上海商銀,2019/7/3,0.5425
5876 上海商銀,2019/7/4,1.7986
5876 上海商銀,2019/7/5,1.4134
5876 上海商銀,2019/7/8,1.5679
5876 上海商銀,2019/7/9,-0.1776
5876 上海商銀,2019/7/10,1.7794
5876 上海商銀,2019/7/11,0.5245
5876 上海商銀,2019/7/12,-0.5217
5876 上海商銀,2019/7/15,-1.7483
5876 上海商銀,2019/7/16,0
5876 上海商銀,2019/7/17,1.4235
5876 上海商銀,2019/7/18,-1.2281
5876 上海商銀,2019/7/19,0
5876 上海商銀,2019/7/22,-0.5329
5876 上海商銀,2019/7/23,-1.25
5876 上海商銀,2019/7/24,-3.255
5876 上海商銀,2019/7/25,-3.3645
5876 上海商銀,2019/7/26,0.3868
5876 上海商銀,2019/7/29,0.3854
5876 上海商銀,2019/7/30,-1.3436
5876 上海商銀,2019/7/31,0
5876 上海商銀,2019/8/1,-2.3346
5876 上海商銀,2019/8/2,-2.6892
5876 上海商銀,2019/8/5,2.3541
5876 上海商銀,2019/8/6,-1.9
5876 上海商銀,2019/8/7,-1.5291
5876 上海商銀,2019/8/8,0.7246
5876 上海商銀,2019/8/12,-1.2333
5876 上海商銀,2019/8/13,-2.6015
5876 上海商銀,2019/8/14,0.641
5876 上海商銀,2019/8/15,-0.5308
5876 上海商銀,2019/8/16,2.4546
5876 上海商銀,2019/8/19,0.9375
5876 上海商銀,2019/8/20,-0.3096
5876 上海商銀,2019/8/21,-1.3458
5876 上海商銀,2019/8/22,2.2036
5876 上海商銀,2019/8/23,2.1561
5876 上海商銀,2019/8/26,0.5025
5876 上海商銀,2019/8/27,1.4342
5876 上海商銀,2019/8/28,-0.5035
5876 上海商銀,2019/8/29,-0.3036
5876 上海商銀,2019/8/30,3.1472
5876 上海商銀,2019/9/2,-0.1969
5876 上海商銀,2019/9/3,-0.5917
5876 上海商銀,2019/9/4,1.3889
5876 上海商銀,2019/9/5,0.3914
5876 上海商銀,2019/9/6,3.8986
5876 上海商銀,2019/9/9,3.0019
5876 上海商銀,2019/9/10,-1.6393
5876 上海商銀,2019/9/11,1.4815
5876 上海商銀,2019/9/12,-0.365
5876 上海商銀,2019/9/16,2.5641
5876 上海商銀,2019/9/17,-2.3214
5876 上海商銀,2019/9/18,0.3656
5876 上海商銀,2019/9/19,0.3643
5876 上海商銀,2019/9/20,1.0889
5876 上海商銀,2019/9/23,-1.6158
5876 上海商銀,2019/9/24,-1.4599
5876 上海商銀,2019/9/25,-2.4074
5876 上海商銀,2019/9/26,-1.1385
5876 上海商銀,2019/9/27,0
5876 上海商銀,2019/10/1,-1.1516
5876 上海商銀,2019/10/2,-0.7767
5876 上海商銀,2019/10/3,0.3914
5876 上海商銀,2019/10/4,0.5848
5876 上海商銀,2019/10/7,-1.1628
5876 上海商銀,2019/10/8,-0.3922
5876 上海商銀,2019/10/9,-1.1811
5876 上海商銀,2019/10/14,3.3865
5876 上海商銀,2019/10/15,0
5876 上海商銀,2019/10/16,0.3854
5876 上海商銀,2019/10/17,-0.5758
5876 上海商銀,2019/10/18,-1.5444
5876 上海商銀,2019/10/21,0.3922
5876 上海商銀,2019/10/22,0.5859
5876 上海商銀,2019/10/23,-0.5825
5876 上海商銀,2019/10/24,1.9531
5876 上海商銀,2019/10/25,-0.1916
5876 上海商銀,2019/10/28,-0.3839
5876 上海商銀,2019/10/29,-0.1927
5876 上海商銀,2019/10/30,1.3514
5876 上海商銀,2019/10/31,0
5876 上海商銀,2019/11/1,-0.7619
5876 上海商銀,2019/11/4,0.5758
5876 上海商銀,2019/11/5,2.0992
5876 上海商銀,2019/11/6,0.7477
5876 上海商銀,2019/11/7,-0.9276
5876 上海商銀,2019/11/8,-0.7491
5876 上海商銀,2019/11/11,-0.9434
5876 上海商銀,2019/11/12,0.7619
5876 上海商銀,2019/11/13,-2.4575
5876 上海商銀,2019/11/14,-0.1938
5876 上海商銀,2019/11/15,0.3883
5876 上海商銀,2019/11/18,0.1934
5876 上海商銀,2019/11/19,0.5792
5876 上海商銀,2019/11/20,0
5876 上海商銀,2019/11/21,-0.9597
5876 上海商銀,2019/11/22,0.1938
5876 上海商銀,2019/11/25,-0.5803
5876 上海商銀,2019/11/26,0.7782
5876 上海商銀,2019/11/27,0
5876 上海商銀,2019/11/28,-0.3861
5876 上海商銀,2019/11/29,-3.2946
5876 上海商銀,2019/12/2,-0.7014
5876 上海商銀,2019/12/3,0.1009
5876 上海商銀,2019/12/4,0.8065
5876 上海商銀,2019/12/5,0.6
5876 上海商銀,2019/12/6,0
5876 上海商銀,2019/12/9,0
5876 上海商銀,2019/12/10,-0.1988
5876 上海商銀,2019/12/11,-0.3984
5876 上海商銀,2019/12/12,1.2
5876 上海商銀,2019/12/13,0.5929
5876 上海商銀,2019/12/16,0.1965
5876 上海商銀,2019/12/17,1.1765
5876 上海商銀,2019/12/18,-0.3876
5876 上海商銀,2019/12/19,0.3891
5876 上海商銀,2019/12/20,1.7442
5876 上海商銀,2019/12/23,0.381
5876 上海商銀,2019/12/24,0
5876 上海商銀,2019/12/25,-1.518
5876 上海商銀,2019/12/26,0.9634
5876 上海商銀,2019/12/27,0.5725
5876 上海商銀,2019/12/30,-0.9488
5876 上海商銀,2019/12/31,-0.3831
5876 上海商銀,2020/1/2,0
5876 上海商銀,2020/1/3,0.5769
5876 上海商銀,2020/1/6,-1.1472
5876 上海商銀,2020/1/7,-1.5474
5876 上海商銀,2020/1/8,-0.5894
5876 上海商銀,2020/1/9,0.9881
5876 上海商銀,2020/1/10,-0.1957
5876 上海商銀,2020/1/13,1.9608
5876 上海商銀,2020/1/14,1.3462
5876 上海商銀,2020/1/15,-0.3795
5876 上海商銀,2020/1/16,-0.5714
5876 上海商銀,2020/1/17,1.1494
5876 上海商銀,2020/1/20,0.5682
5876 上海商銀,2020/1/30,-5.6497
5876 上海商銀,2020/1/31,-0.1996
5876 上海商銀,2020/2/3,-0.8
5876 上海商銀,2020/2/4,1.0081
5876 上海商銀,2020/2/5,0
5876 上海商銀,2020/2/6,0.998
5876 上海商銀,2020/2/7,0.3953
5876 上海商銀,2020/2/10,-0.7874
5876 上海商銀,2020/2/11,0.5952
5876 上海商銀,2020/2/12,0.5917
5876 上海商銀,2020/2/13,1.1765
5876 上海商銀,2020/2/14,0.1938
5876 上海商銀,2020/2/17,-0.5803
5876 上海商銀,2020/2/18,0.5837
5876 上海商銀,2020/2/19,0.7737
5876 上海商銀,2020/2/20,-0.3839
5876 上海商銀,2020/2/21,0.1927
5876 上海商銀,2020/2/24,-2.1154
5876 上海商銀,2020/2/25,0
5876 上海商銀,2020/2/26,-0.3929
5876 上海商銀,2020/2/27,-0.789
5876 上海商銀,2020/3/2,-1.7893
